메뉴 이름,방법 분류,국가 분류,테마 분류,주재료 이름,features
향신양념갈비구이,구이,한식,메인요리,갈비살 600g,향신양념갈비구이 구이 한식 메인요리 갈비살 600g
홍합꼬치구이,구이,한식,메인요리,홍합 100g,홍합꼬치구이 구이 한식 메인요리 홍합 100g
깐쇼자라,튀김 커틀릿,한식,메인요리,자라살 1마리,깐쇼자라 튀김 커틀릿 한식 메인요리 자라살 1마리
다시마튀각,튀김 커틀릿,한식,반찬,다시마(40cm) 1장,다시마튀각 튀김 커틀릿 한식 반찬 다시마(40cm) 1장
닭강정,튀김 커틀릿,한식,간식,닭 1마리,닭강정 튀김 커틀릿 한식 간식 닭 1마리
닭안심삼색튀김,튀김 커틀릿,한식,메인요리,닭(안심) 200g,닭안심삼색튀김 튀김 커틀릿 한식 메인요리 닭(안심) 200g
돼지고기김치롤튀김,튀김 커틀릿,한식,메인요리,돼지고기(안심) 400g 김치(잎이넓은것) 1/4포기 밥 1공기 샐러리 2대 쇠고기(안심) 50g,돼지고기김치롤튀김 튀김 커틀릿 한식 메인요리 돼지고기(안심) 400g 김치(잎이넓은것) 1/4포기 밥 1공기 샐러리 2대 쇠고기(안심) 50g
두부소박이,튀김 커틀릿,한식,메인요리,두부 1모 표고버섯(말린 것) 4개,두부소박이 튀김 커틀릿 한식 메인요리 두부 1모 표고버섯(말린 것) 4개
메기강정,튀김 커틀릿,한식,메인요리,메기 1마리,메기강정 튀김 커틀릿 한식 메인요리 메기 1마리
양념치킨,튀김 커틀릿,한식,메인요리,닭(600g) 1마리,양념치킨 튀김 커틀릿 한식 메인요리 닭(600g) 1마리
향신양념장어튀김조림,튀김 커틀릿,한식,메인요리,장어 1마리,향신양념장어튀김조림 튀김 커틀릿 한식 메인요리 장어 1마리
갈비찜,찜,한식,메인요리,쇠고기(갈비) 600g 무 1/2개 당근 1/2개 표고버섯 1장 밤 4개,갈비찜 찜 한식 메인요리 쇠고기(갈비) 600g 무 1/2개 당근 1/2개 표고버섯 1장 밤 4개
계란유부찜,찜,한식,메인요리,유부 4장 계란 4개,계란유부찜 찜 한식 메인요리 유부 4장 계란 4개
김치두부쌈,찜,한식,반찬,신김치 2포기 두부 1모 돼지고기(보쌈용) 600g,김치두부쌈 찜 한식 반찬 신김치 2포기 두부 1모 돼지고기(보쌈용) 600g
김치제육보쌈,찜,한식,반찬,배추 1/2포기 돼지고기 600g,김치제육보쌈 찜 한식 반찬 배추 1/2포기 돼지고기 600g
꽃게찜,찜,한식,메인요리,꽃게 3마리 쇠고기 100g,꽃게찜 찜 한식 메인요리 꽃게 3마리 쇠고기 100g
꽈리고추밀가루찜,찜,한식,메인요리,꽈리고추 30개,꽈리고추밀가루찜 찜 한식 메인요리 꽈리고추 30개
닭매운찜,찜,한식,메인요리,닭(중간것) 1/2마리,닭매운찜 찜 한식 메인요리 닭(중간것) 1/2마리
돼지갈비찜,찜,한식,메인요리,갈비(갈비) 1.8Kg 양파 2개 감자 2개 당근 1개 무 1/4개,돼지갈비찜 찜 한식 메인요리 갈비(갈비) 1.8Kg 양파 2개 감자 2개 당근 1개 무 1/4개
두부선,찜,한식,반찬,두부 300g 쇠고기 40g,두부선 찜 한식 반찬 두부 300g 쇠고기 40g
두부알찜,찜,한식,메인요리,두부 1/2모 계란 3개,두부알찜 찜 한식 메인요리 두부 1/2모 계란 3개
미더덕찜,찜,한식,메인요리,미더덕 400g 콩나물 200g,미더덕찜 찜 한식 메인요리 미더덕 400g 콩나물 200g
북어양념찜,찜,한식,메인요리,북어 1마리,북어양념찜 찜 한식 메인요리 북어 1마리
색편육,찜,한식,메인요리,쇠고기(사태) 200g 당근 30g 오이 70g,색편육 찜 한식 메인요리 쇠고기(사태) 200g 당근 30g 오이 70g
시나몬돼지고기편,찜,한식,메인요리,돼지고기(안심) 800g,시나몬돼지고기편 찜 한식 메인요리 돼지고기(안심) 800g
아귀찜,찜,한식,메인요리,아귀 500g 미더덕 120g 콩나물 300g,아귀찜 찜 한식 메인요리 아귀 500g 미더덕 120g 콩나물 300g
양배추말이찜,찜,한식,메인요리,양배추잎 8장 쇠고기 300g 밤 8개 양파 1/2개,양배추말이찜 찜 한식 메인요리 양배추잎 8장 쇠고기 300g 밤 8개 양파 1/2개
연어된장찜,찜,한식,메인요리,연어 400g 된장 3큰술,연어된장찜 찜 한식 메인요리 연어 400g 된장 3큰술
오색대하찜,찜,한식,메인요리,대하 4마리,오색대하찜 찜 한식 메인요리 대하 4마리
오징어순대,찜,한식,메인요리,오징어(350g) 2마리 쇠고기(우둔) 70g 두부 50g 당면 30g,오징어순대 찜 한식 메인요리 오징어(350g) 2마리 쇠고기(우둔) 70g 두부 50g 당면 30g
오징어순대,찜,한식,메인요리,오징어 2마리,오징어순대 찜 한식 메인요리 오징어 2마리
유부계란찜,찜,한식,메인요리,유부 10장 계란 4개,유부계란찜 찜 한식 메인요리 유부 10장 계란 4개
장어두부,찜,한식,메인요리,장어 1마리 두부 1모,장어두부 찜 한식 메인요리 장어 1마리 두부 1모
제육보쌈,찜,한식,메인요리,돼기고기 600g 새우젓 2큰술 무 200g 굴 50g,제육보쌈 찜 한식 메인요리 돼기고기 600g 새우젓 2큰술 무 200g 굴 50g
제육보쌈,찜,한식,메인요리,돼지고기(안심) 600g,제육보쌈 찜 한식 메인요리 돼지고기(안심) 600g
코다리찜,찜,한식,메인요리,코다리 2마리 실파 2뿌리,코다리찜 찜 한식 메인요리 코다리 2마리 실파 2뿌리
토란닭고기찜,찜,한식,메인요리,토란탕 2컵 닭고기 200g,토란닭고기찜 찜 한식 메인요리 토란탕 2컵 닭고기 200g
한방닭찜,찜,한식,메인요리,닭(토종) 1마리,한방닭찜 찜 한식 메인요리 닭(토종) 1마리
홍어찜,찜,한식,메인요리,홍어 1마리,홍어찜 찜 한식 메인요리 홍어 1마리
화전갈비찜,찜,한식,메인요리,생갈비 400g 다진양파(다진것) 1큰술 다진파(다진것) 1큰술,화전갈비찜 찜 한식 메인요리 생갈비 400g 다진양파(다진것) 1큰술 다진파(다진것) 1큰술
건포도돈족냉채,나물 생채 샐러드,한식,메인요리,돈족(족발) 200g,건포도돈족냉채 나물 생채 샐러드 한식 메인요리 돈족(족발) 200g
닭고기수삼샐러드,나물 생채 샐러드,한식,반찬,양상추 50g 닭고기(가슴살) 100g 수삼 1뿌리,닭고기수삼샐러드 나물 생채 샐러드 한식 반찬 양상추 50g 닭고기(가슴살) 100g 수삼 1뿌리
두부다시마말이,나물 생채 샐러드,한식,반찬,다시마(10cm x 20cm) 1장,두부다시마말이 나물 생채 샐러드 한식 반찬 다시마(10cm x 20cm) 1장
무구절판,나물 생채 샐러드,한식,반찬,무 1개 쇠고기(우둔) 100g 표고버섯 6개,무구절판 나물 생채 샐러드 한식 반찬 무 1개 쇠고기(우둔) 100g 표고버섯 6개
미나리강회,나물 생채 샐러드,한식,반찬,미나리 2단 쇠고기(안심) 100g 계란 2개,미나리강회 나물 생채 샐러드 한식 반찬 미나리 2단 쇠고기(안심) 100g 계란 2개
불고기샐러드,나물 생채 샐러드,한식,반찬,쇠고기(불고기) 160g,불고기샐러드 나물 생채 샐러드 한식 반찬 쇠고기(불고기) 160g
삼색밀쌈,나물 생채 샐러드,한식,반찬,밀가루 1컵 치자 2개 시금치 20g,삼색밀쌈 나물 생채 샐러드 한식 반찬 밀가루 1컵 치자 2개 시금치 20g
생굴채소무침,나물 생채 샐러드,한식,반찬,굴 300g 배추(속대) 100g,생굴채소무침 나물 생채 샐러드 한식 반찬 굴 300g 배추(속대) 100g
씀바귀나물,나물 생채 샐러드,한식,반찬,씀바귀 200g,씀바귀나물 나물 생채 샐러드 한식 반찬 씀바귀 200g
오징어강회,나물 생채 샐러드,한식,메인요리,오징어 1마리,오징어강회 나물 생채 샐러드 한식 메인요리 오징어 1마리
재첩무침,나물 생채 샐러드,한식,반찬,재첩 300g,재첩무침 나물 생채 샐러드 한식 반찬 재첩 300g
제육겨자쌈,나물 생채 샐러드,한식,메인요리,돼지고기(안심) 600g,제육겨자쌈 나물 생채 샐러드 한식 메인요리 돼지고기(안심) 600g
콩나물잡채,나물 생채 샐러드,한식,반찬,콩나물 400g 쇠고기 100g 표고버섯 4장,콩나물잡채 나물 생채 샐러드 한식 반찬 콩나물 400g 쇠고기 100g 표고버섯 4장
콩나물해물겨자무침,나물 생채 샐러드,한식,반찬,콩나물 100g 해파리 100g 오징어 1/4마리,콩나물해물겨자무침 나물 생채 샐러드 한식 반찬 콩나물 100g 해파리 100g 오징어 1/4마리
간장게장,밑반찬 김치,한식,반찬,꽃게 2마리,간장게장 밑반찬 김치 한식 반찬 꽃게 2마리
갓김치,밑반찬 김치,한식,반찬,갓 2단,갓김치 밑반찬 김치 한식 반찬 갓 2단
고추장아찌,밑반찬 김치,한식,반찬,청고추 600g,고추장아찌 밑반찬 김치 한식 반찬 청고추 600g
굴깍두기,밑반찬 김치,한식,반찬,무 2개 굴 1컵,굴깍두기 밑반찬 김치 한식 반찬 무 2개 굴 1컵
꽃게장무침,밑반찬 김치,한식,반찬,꽃게 2마리,꽃게장무침 밑반찬 김치 한식 반찬 꽃게 2마리
꽈리고추마른새우볶음,밑반찬 김치,한식,반찬,꽈리고추 50g 마른새우 100g,꽈리고추마른새우볶음 밑반찬 김치 한식 반찬 꽈리고추 50g 마른새우 100g
나박김치,밑반찬 김치,한식,반찬,배추 1/2포기 미나리 30g 홍고추 2개,나박김치 밑반찬 김치 한식 반찬 배추 1/2포기 미나리 30g 홍고추 2개
달래장김치,밑반찬 김치,한식,반찬,달래 500g,달래장김치 밑반찬 김치 한식 반찬 달래 500g
돌나물김치,밑반찬 김치,한식,반찬,돌나물 400g,돌나물김치 밑반찬 김치 한식 반찬 돌나물 400g
동치미,밑반찬 김치,한식,반찬,무 10개 고추(삭힌것) 20개 갓 1/2단,동치미 밑반찬 김치 한식 반찬 무 10개 고추(삭힌것) 20개 갓 1/2단
동치미,밑반찬 김치,한식,반찬,무 10개 실파 1/2단,동치미 밑반찬 김치 한식 반찬 무 10개 실파 1/2단
두릅김치,밑반찬 김치,한식,반찬,두릅 20줄기,두릅김치 밑반찬 김치 한식 반찬 두릅 20줄기
두부장아찌,밑반찬 김치,한식,반찬,두부 1모,두부장아찌 밑반찬 김치 한식 반찬 두부 1모
명란젓,밑반찬 김치,한식,반찬,명란젓 600g,명란젓 밑반찬 김치 한식 반찬 명란젓 600g
배추밤김치,밑반찬 김치,한식,반찬,배추 1포기 실파 1/2단,배추밤김치 밑반찬 김치 한식 반찬 배추 1포기 실파 1/2단
백김치,밑반찬 김치,한식,반찬,배추 5포기,백김치 밑반찬 김치 한식 반찬 배추 5포기
부추김치,밑반찬 김치,한식,반찬,부추 4단,부추김치 밑반찬 김치 한식 반찬 부추 4단
어리굴젓,밑반찬 김치,한식,반찬,굴 400g,어리굴젓 밑반찬 김치 한식 반찬 굴 400g
얼갈이열무물김치,밑반찬 김치,한식,반찬,열무 250g 얼갈이배추 250g,얼갈이열무물김치 밑반찬 김치 한식 반찬 열무 250g 얼갈이배추 250g
열무김치,밑반찬 김치,한식,반찬,열무 2단 풋배추 1단,열무김치 밑반찬 김치 한식 반찬 열무 2단 풋배추 1단
오이소박이,밑반찬 김치,한식,반찬,오이 10개 부추 1단,오이소박이 밑반찬 김치 한식 반찬 오이 10개 부추 1단
오이지장아찌무침,밑반찬 김치,한식,반찬,오이 10개,오이지장아찌무침 밑반찬 김치 한식 반찬 오이 10개
오징어섞박지,밑반찬 김치,한식,반찬,갑오징어 300g,오징어섞박지 밑반찬 김치 한식 반찬 갑오징어 300g
우엉조림,밑반찬 김치,한식,반찬,우엉 400g,우엉조림 밑반찬 김치 한식 반찬 우엉 400g
채소간장장아찌,밑반찬 김치,한식,반찬,오이 2개 양파 2개 홍고추 2개 청양고추 2개,채소간장장아찌 밑반찬 김치 한식 반찬 오이 2개 양파 2개 홍고추 2개 청양고추 2개
총각김치,밑반찬 김치,한식,반찬,총각무 1단,총각김치 밑반찬 김치 한식 반찬 총각무 1단
통배추김치,밑반찬 김치,한식,반찬,배추 10포기 무 1개 갓 1/2단 미나리 1단 멸치젓 2컵,통배추김치 밑반찬 김치 한식 반찬 배추 10포기 무 1개 갓 1/2단 미나리 1단 멸치젓 2컵
파김치,밑반찬 김치,한식,반찬,실파 2단,파김치 밑반찬 김치 한식 반찬 실파 2단
해물김치,밑반찬 김치,한식,반찬,배추 3포기 생태 2마리 오징어 2마리,해물김치 밑반찬 김치 한식 반찬 배추 3포기 생태 2마리 오징어 2마리
간장떡볶이,도시락 간식,한식,메인요리,떡볶이떡 300g,간장떡볶이 도시락 간식 한식 메인요리 떡볶이떡 300g
고구마강정,도시락 간식,한식,반찬,고구마 2개 건포도 10g 호박씨 10g,고구마강정 도시락 간식 한식 반찬 고구마 2개 건포도 10g 호박씨 10g
딸기찹쌀볼맛탕,도시락 간식,한식,반찬,딸기 12개 찹쌀가루 3컵 식초 3큰술,딸기찹쌀볼맛탕 도시락 간식 한식 반찬 딸기 12개 찹쌀가루 3컵 식초 3큰술
떡볶이,도시락 간식,한식,메인요리,가래떡 1줄,떡볶이 도시락 간식 한식 메인요리 가래떡 1줄
참치주먹밥,도시락 간식,한식,메인요리,참치(캔) 1캔 김 1/3장 밥 3공기,참치주먹밥 도시락 간식 한식 메인요리 참치(캔) 1캔 김 1/3장 밥 3공기
밤초와대추초,후식,한식,간식,밤 30개 대추 20알,밤초와대추초 후식 한식 간식 밤 30개 대추 20알
은행탕,후식,한식,간식,은행 50g,은행탕 후식 한식 간식 은행 50g
인삼마른정과,후식,한식,간식,수삼 10뿌리,인삼마른정과 후식 한식 간식 수삼 10뿌리
매실청,양념장,한식,반찬,매실 3kg 설탕 4kg,매실청 양념장 한식 반찬 매실 3kg 설탕 4kg
각색경단,떡 한과,한식,간식,찹쌀 5컵,각색경단 떡 한과 한식 간식 찹쌀 5컵
건포도찹쌀단자,떡 한과,한식,간식,[반죽] 찹쌀가루 75g 멥쌀가루 21g [소] 동부 50g 백앙금 50g 건포도 35g 분태땅콩 20g 설탕 15g,건포도찹쌀단자 떡 한과 한식 간식 [반죽] 찹쌀가루 75g 멥쌀가루 21g [소] 동부 50g 백앙금 50g 건포도 35g 분태땅콩 20g 설탕 15g
꽃부꾸미,떡 한과,한식,간식,찹쌀 4컵,꽃부꾸미 떡 한과 한식 간식 찹쌀 4컵
단호박떡케이크,떡 한과,한식,간식,멥쌀가루 400g 단호박 1/8개,단호박떡케이크 떡 한과 한식 간식 멥쌀가루 400g 단호박 1/8개
땅콩강정,떡 한과,한식,간식,쌀 5컵 땅콩 1컵,땅콩강정 떡 한과 한식 간식 쌀 5컵 땅콩 1컵
떡케이크,떡 한과,한식,간식,멥쌀가루 2와1/2컵 물 4큰술,떡케이크 떡 한과 한식 간식 멥쌀가루 2와1/2컵 물 4큰술
레인보우설기,떡 한과,한식,간식,쌀가루 3컵,레인보우설기 떡 한과 한식 간식 쌀가루 3컵
색색단자,떡 한과,한식,간식,찹쌀가루 2컵 대추 10개 밤 5개 곶감 2개,색색단자 떡 한과 한식 간식 찹쌀가루 2컵 대추 10개 밤 5개 곶감 2개
송편,떡 한과,한식,간식,멥쌀 2되 소금 2큰술 쑥 300g 대추 10알 솔잎 약간,송편 떡 한과 한식 간식 멥쌀 2되 소금 2큰술 쑥 300g 대추 10알 솔잎 약간
쑥갠떡,떡 한과,한식,간식,멥쌀 2와1/2컵,쑥갠떡 떡 한과 한식 간식 멥쌀 2와1/2컵
약과,떡 한과,한식,간식,밀가루 1컵,약과 떡 한과 한식 간식 밀가루 1컵
약식케이크,떡 한과,한식,간식,찹쌀(1컵=200g) 5컵,약식케이크 떡 한과 한식 간식 찹쌀(1컵=200g) 5컵
인절미,떡 한과,한식,간식,찹쌀 400g,인절미 떡 한과 한식 간식 찹쌀 400g
찐빵,빵 과자,한식,간식,강력분 270g 박력분 30g 드라이이스트 1작은술 설탕 1큰술 소금 1작은술 베이킹파우더 1작은술 물 130g 팥 200g,찐빵 빵 과자 한식 간식 강력분 270g 박력분 30g 드라이이스트 1작은술 설탕 1큰술 소금 1작은술 베이킹파우더 1작은술 물 130g 팥 200g
식혜,음료,한식,간식,엿기름 4컵 멥쌀 5컵,식혜 음료 한식 간식 엿기름 4컵 멥쌀 5컵
유자화채,음료,한식,간식,유자 1개 배 1/4개,유자화채 음료 한식 간식 유자 1개 배 1/4개
감자국수,만두 면류,한식,메인요리,감자 300g 밀가루(강력분) 210g 계란노른자 1개,감자국수 만두 면류 한식 메인요리 감자 300g 밀가루(강력분) 210g 계란노른자 1개
김치메밀묵장국,만두 면류,한식,메인요리,메밀묵 1모 김치 200g 쇠고기(갈은것) 80g,김치메밀묵장국 만두 면류 한식 메인요리 메밀묵 1모 김치 200g 쇠고기(갈은것) 80g
냉면,만두 면류,한식,메인요리,냉면 400g 동치미국물 1개 쇠고기육수 4컵,냉면 만두 면류 한식 메인요리 냉면 400g 동치미국물 1개 쇠고기육수 4컵
냉콩국수,만두 면류,한식,메인요리,국수(밀로만든국수) 300g 흰콩 1컵 흰깨 2큰술,냉콩국수 만두 면류 한식 메인요리 국수(밀로만든국수) 300g 흰콩 1컵 흰깨 2큰술
녹차콩국수,만두 면류,한식,메인요리,메주콩 500g 녹차국수 200g 물 1컵,녹차콩국수 만두 면류 한식 메인요리 메주콩 500g 녹차국수 200g 물 1컵
